 2.401894033E-001 -8.191790771E+002 -4.990674540E-012
 2.385786474E-001 -8.082181396E+002 1.001357577E-005
 2.360018194E-001 -8.027415771E+002 2.002715519E-005
 2.397058904E-001 -7.808275146E+002 3.004073551E-005
 2.376125753E-001 -7.863040771E+002 4.005431765E-005
 2.361629903E-001 -7.863040771E+002 5.006789797E-005
 2.319758832E-001 -7.753431396E+002 6.008147830E-005
 2.345527112E-001 -7.643900146E+002 7.009505498E-005
 2.308486402E-001 -7.643900146E+002 8.010863530E-005
 2.311705053E-001 -7.424759521E+002 8.964537847E-005
 2.347138822E-001 -6.986478271E+002 9.965895879E-005
 2.332642972E-001 -6.876868896E+002 1.096725391E-004
 2.302044332E-001 -7.150853271E+002 1.196861194E-004
 2.311705053E-001 -7.096009521E+002 1.296997070E-004
 2.313316762E-001 -6.876868896E+002 1.397132874E-004
 2.260173261E-001 -6.602962646E+002 1.497268677E-004
 2.292383611E-001 -6.876868896E+002 1.597404480E-004
 2.340696752E-001 -7.369993896E+002 1.697540283E-004
 2.295602262E-001 -8.246556396E+002 1.797676086E-004
 2.340696752E-001 -8.465697021E+002 1.897811890E-004
 2.345527112E-001 -8.520462646E+002 1.997947693E-004
 2.368071973E-001 -8.575228271E+002 2.098083496E-004
 2.303656042E-001 -8.849212646E+002 2.198219299E-004
 2.353576124E-001 -8.246556396E+002 2.298355103E-004
 2.337473333E-001 -8.082181396E+002 2.398490906E-004
 2.337473333E-001 -7.808275146E+002 2.498626709E-004
 2.364853323E-001 -8.082181396E+002 2.598762512E-004
 2.361629903E-001 -7.534290771E+002 2.698898315E-004
 2.448595464E-001 -7.315150146E+002 2.799034119E-004
 2.392228544E-001 -7.205618896E+002 2.899169922E-004
 2.443765104E-001 -7.315150146E+002 2.999305725E-004
 2.446983755E-001 -7.534290771E+002 3.099441528E-004
 2.416385114E-001 -6.931712646E+002 3.199577332E-004
 2.451814115E-001 -6.822103271E+002 3.299713135E-004
 2.469533384E-001 -6.876868896E+002 3.399848938E-004
 2.511404455E-001 -7.260384521E+002 3.499984741E-004
 2.485636175E-001 -7.096009521E+002 3.600120544E-004
 2.509792745E-001 -6.986478271E+002 3.700256348E-004
 2.524288595E-001 -6.931712646E+002 3.800392151E-004
 2.461479604E-001 -7.150853271E+002 3.900527954E-004
 2.561329305E-001 -6.876868896E+002 4.000663757E-004
 2.556494176E-001 -6.986478271E+002 4.100799561E-004
 2.475970685E-001 -6.986478271E+002 4.200935364E-004
 2.572601736E-001 -7.096009521E+002 4.301071167E-004
 2.569378316E-001 -7.479525146E+002 4.396438599E-004
 2.572601736E-001 -7.698665771E+002 4.496574402E-004
 2.577432096E-001 -7.534290771E+002 4.596710205E-004
 2.570990026E-001 -7.479525146E+002 4.696846008E-004
 2.562936246E-001 -7.205618896E+002 4.796981812E-004
 2.550052106E-001 -7.041243896E+002 4.897117615E-004
 2.575820386E-001 -6.931712646E+002 4.997253418E-004
 2.569378316E-001 -6.657728271E+002 5.097389221E-004
 2.567766607E-001 -7.260384521E+002 5.197525024E-004
 2.533949316E-001 -7.589134521E+002 5.297660828E-004
 2.524288595E-001 -7.479525146E+002 5.397796631E-004
 2.554887235E-001 -7.698665771E+002 5.497932434E-004
 2.498520315E-001 -7.698665771E+002 5.598068237E-004
 2.521065176E-001 -7.753431396E+002 5.698204041E-004
 2.561329305E-001 -7.808275146E+002 5.798339844E-004
 2.484024465E-001 -7.698665771E+002 5.898475647E-004
 2.485636175E-001 -7.589134521E+002 5.998611450E-004
 2.484024465E-001 -7.917806396E+002 6.098747253E-004
 2.498520315E-001 -7.808275146E+002 6.198883057E-004
 2.437323034E-001 -7.917806396E+002 6.299018860E-004
 2.445372045E-001 -7.424759521E+002 6.399154663E-004
 2.398670614E-001 -7.808275146E+002 6.499290466E-004
 2.389009893E-001 -7.863040771E+002 6.599426270E-004
 2.374514043E-001 -7.205618896E+002 6.699562073E-004
 2.372902334E-001 -6.876868896E+002 6.799697876E-004
 2.340696752E-001 -7.096009521E+002 6.899833679E-004
 2.335861623E-001 -7.260384521E+002 6.999969482E-004
 2.348745763E-001 -7.096009521E+002 7.100105286E-004
 2.310098112E-001 -6.876868896E+002 7.200241089E-004
 2.337473333E-001 -7.041243896E+002 7.300376892E-004
 2.216690481E-001 -7.260384521E+002 7.400512695E-004
 2.258561552E-001 -7.041243896E+002 7.500648499E-004
 2.202194631E-001 -6.767337646E+002 7.600784302E-004
 2.248900831E-001 -6.657728271E+002 7.700920105E-004
 2.210248411E-001 -6.493431396E+002 7.801055908E-004
 2.179649770E-001 -6.164681396E+002 7.896423340E-004
 2.189310491E-001 -6.109915771E+002 7.996559143E-004
 2.161935270E-001 -6.000306396E+002 8.096694946E-004
 2.128113210E-001 -6.548197021E+002 8.196830750E-004
 2.121671140E-001 -6.164681396E+002 8.296966553E-004
 2.123282850E-001 -6.329056396E+002 8.397102356E-004
 2.094295919E-001 -6.329056396E+002 8.497238159E-004
 2.039540708E-001 -6.329056396E+002 8.597373962E-004
 2.060473859E-001 -6.767337646E+002 8.697509766E-004
 1.979955137E-001 -7.096009521E+002 8.797645569E-004
 2.018602788E-001 -6.876868896E+002 8.897781372E-004
 1.963847578E-001 -7.041243896E+002 8.997917175E-004
 1.989615858E-001 -6.712572021E+002 9.098052979E-004
 1.973513067E-001 -6.712572021E+002 9.198188782E-004
 1.913922727E-001 -6.383822021E+002 9.298324585E-004
 1.942914426E-001 -6.274290771E+002 9.398460388E-004
 1.941302717E-001 -6.219447021E+002 9.498596191E-004
 1.876882017E-001 -6.000306396E+002 9.598731995E-004
 1.905873716E-001 -5.836009521E+002 9.698867798E-004
 1.883324087E-001 -5.562025146E+002 9.799003601E-004
 1.860779226E-001 -5.726400146E+002 9.899139404E-004
 1.860779226E-001 -6.329056396E+002 9.999275208E-004
 1.841453016E-001 -6.657728271E+002 1.009941101E-003
 1.855948865E-001 -6.657728271E+002 1.019954681E-003
 1.814077795E-001 -6.657728271E+002 1.029968262E-003
 1.818908155E-001 -6.822103271E+002 1.039981842E-003
 1.838234365E-001 -6.712572021E+002 1.049995422E-003
