0.0,0.000
1.847,-1.026
4.022,-1.531
6.29,-2.029
9.022,-2.534
10.597,-2.731
12.913,-3.011
15.276,-3.269
17.964,-3.478
21.3,-3.756
25.24,-4.004
29.55,-4.263
33.999,-4.511
39.979,-4.759
44.892,-5.007
46.422,-5.027
53.7,-5.234
