 -3.675199747E+000 -2.002772656E+004 4.101607942E-012
 -3.674716473E+000 -2.004964063E+004 1.001358487E-005
 -3.675521851E+000 -2.008250781E+004 2.002716428E-005
 -3.675682783E+000 -2.004964063E+004 3.004074460E-005
 -3.675360680E+000 -2.002224219E+004 4.005432493E-005
 -3.674716473E+000 -2.002224219E+004 5.006790525E-005
 -3.675521851E+000 -2.003867969E+004 6.008148557E-005
 -3.676326990E+000 -2.007155469E+004 7.009506953E-005
 -3.677776337E+000 -2.004964063E+004 8.010864985E-005
 -3.677937508E+000 -2.004964063E+004 9.012223018E-005
 -3.679064751E+000 -2.002224219E+004 1.001358105E-004
 -3.679548025E+000 -2.002772656E+004 1.101493908E-004
 -3.680997372E+000 -1.997293750E+004 1.201629711E-004
 -3.682607889E+000 -1.997293750E+004 1.301765442E-004
 -3.686472893E+000 -1.998937500E+004 1.397132874E-004
 -3.685989857E+000 -2.003320313E+004 1.497268677E-004
 -3.689210653E+000 -2.002224219E+004 1.597404480E-004
 -3.690176964E+000 -2.000580469E+004 1.697540283E-004
 -3.693558931E+000 -1.997841406E+004 1.797676086E-004
 -3.694364309E+000 -2.002224219E+004 1.897811890E-004
 -3.699034452E+000 -2.004964063E+004 1.997947693E-004
 -3.702416420E+000 -1.996197656E+004 2.098083496E-004
 -3.705798388E+000 -1.994006250E+004 2.198219299E-004
 -3.708858252E+000 -1.995102344E+004 2.298355103E-004
 -3.713045597E+000 -1.993458594E+004 2.398490906E-004
 -3.714817047E+000 -1.988528125E+004 2.498626709E-004
 -3.718038082E+000 -1.987432031E+004 2.598762512E-004
 -3.720292568E+000 -1.990171875E+004 2.698898315E-004
 -3.723835707E+000 -1.997841406E+004 2.799034119E-004
 -3.725768089E+000 -1.997293750E+004 2.899169922E-004
 -3.729955435E+000 -1.996746094E+004 2.999305725E-004
 -3.731404781E+000 -1.994554688E+004 3.099441528E-004
 -3.734625816E+000 -1.995102344E+004 3.199577332E-004
 -3.737202406E+000 -1.991267188E+004 3.299713135E-004
 -3.741872787E+000 -1.985789063E+004 3.399848938E-004
 -3.743322134E+000 -1.984692969E+004 3.499984741E-004
 -3.747670412E+000 -1.986336719E+004 3.600120544E-004
 -3.750086069E+000 -1.986336719E+004 3.700256348E-004
 -3.753307104E+000 -1.990171875E+004 3.800392151E-004
 -3.756205797E+000 -1.989623438E+004 3.900527954E-004
 -3.759265661E+000 -1.989623438E+004 4.000663757E-004
 -3.762486696E+000 -1.990171875E+004 4.100799561E-004
 -3.765063524E+000 -1.986884375E+004 4.200935364E-004
 -3.768445492E+000 -1.984145313E+004 4.301071167E-004
 -3.772149324E+000 -1.980857813E+004 4.401206970E-004
 -3.772793531E+000 -1.984145313E+004 4.501342773E-004
 -3.776175499E+000 -1.985789063E+004 4.601478577E-004
 -3.778752327E+000 -1.980857813E+004 4.701614380E-004
 -3.781973362E+000 -1.979762500E+004 4.801750183E-004
 -3.783100605E+000 -1.977023438E+004 4.897117615E-004
 -3.786482573E+000 -1.977023438E+004 4.997253418E-004
 -3.790347576E+000 -1.973188281E+004 5.097389221E-004
 -3.792280197E+000 -1.974832031E+004 5.197525024E-004
 -3.794534922E+000 -1.973735938E+004 5.297660828E-004
 -3.798238993E+000 -1.975379688E+004 5.397796631E-004
 -3.800493479E+000 -1.978666406E+004 5.497932434E-004
 -3.802426100E+000 -1.974832031E+004 5.598068237E-004
 -3.805808067E+000 -1.972640625E+004 5.698204041E-004
 -3.808706999E+000 -1.972092188E+004 5.798339844E-004
 -3.810317278E+000 -1.973735938E+004 5.898475647E-004
 -3.813216209E+000 -1.973188281E+004 5.998611450E-004
 -3.814343452E+000 -1.974832031E+004 6.098747253E-004
